district_id,district_name,state,year,latitude,longitude,population,urban_population,rural_population,number_of_doctors,number_of_hospitals,hospital_beds,primary_health_centers,disease_burden_index,doctor_to_population_ratio,bed_availability_index,healthcare_access_score,under_served_flag
IND_0188,Shajapur,Madhya Pradesh,2019,21.7394,76.3675,990920,261625,729295,346,15,198,8,0.4685,,0.04,0.2517,1
IND_0188,Shajapur,Madhya Pradesh,2020,21.7394,76.3675,1006041,270648,735393,358,27,810,10,0.558,,0.161,0.2861,1
IND_0188,Shajapur,Madhya Pradesh,2021,21.7394,76.3675,1025285,280951,744334,210,28,922,6,0.6101,0.2048,0.1799,0.2264,1
IND_0188,Shajapur,Madhya Pradesh,2022,21.7394,76.3675,1044695,291494,753201,232,15,306,,0.4852,0.2221,0.0586,0.2303,1
IND_0188,Shajapur,Madhya Pradesh,2023,21.7394,76.3675,1064117,302233,,352,24,469,9,0.4367,0.3308,0.0881,0.3099,1
IND_0189,Sheopur,Madhya Pradesh,2019,26.2159,74.2837,753843,296983,456860,756,21,468,16,0.413,1.0029,0.1242,0.5367,0
IND_0189,Sheopur,Madhya Pradesh,2020,26.2159,74.2837,766200,305682,460518,677,30,989,9,0.4785,0.8836,0.2582,0.4367,0
IND_0189,Sheopur,Madhya Pradesh,2021,26.2159,74.2837,773514,312467,,765,31,,10,,0.989,0.1396,0.4504,0
IND_0189,Sheopur,Madhya Pradesh,2022,26.2159,74.2837,793313,324432,468881,664,31,731,13,0.4154,0.837,0.1843,0.4837,0
IND_0189,Sheopur,Madhya Pradesh,2023,26.2159,74.2837,803463,332600,470863,,20,424,15,0.4556,1.048,0.1055,0.518,0
IND_0190,Shivpuri,Madhya Pradesh,2019,21.4701,80.8088,540963,170056,,458,18,451,8,0.4391,0.8466,0.1667,0.4377,0
IND_0190,Shivpuri,Madhya Pradesh,2020,21.4701,80.8088,548913,175300,373613,533,14,474,10,0.533,0.971,0.1727,0.4473,0
IND_0190,Shivpuri,Madhya Pradesh,2021,21.4701,80.8088,556273,180432,375841,431,19,458,9,0.4659,0.7748,,0.4126,0
IND_0190,Shivpuri,Madhya Pradesh,2022,21.4701,80.8088,565104,,378982,390,24,473,9,0.3973,0.6901,0.1674,0.4339,0
IND_0190,Shivpuri,Madhya Pradesh,2023,21.4701,80.8088,579993,193926,386067,,,415,9,0.3879,0.7707,0.1431,0.4666,0
IND_0191,Sidhi,Madhya Pradesh,2019,24.6434,81.502,677428,202775,474653,450,29,579,10,0.3402,0.6643,0.1709,0.4445,0
IND_0191,Sidhi,Madhya Pradesh,2020,24.6434,81.502,686531,208932,477599,684,27,575,10,0.5575,,0.1675,0.4215,0
IND_0191,Sidhi,Madhya Pradesh,2021,24.6434,81.502,701119,216877,484242,728,24,815,13,0.5121,1.0383,0.2325,0.5069,0
IND_0191,Sidhi,Madhya Pradesh,2022,24.6434,81.502,709023,222867,486156,656,22,303,13,0.4013,0.9252,0.0855,0.4533,0
IND_0191,Sidhi,Madhya Pradesh,2023,24.6434,81.502,720877,230198,,541,29,376,16,0.3957,0.7505,0.1043,0.4853,0
IND_0192,Singrauli,Madhya Pradesh,2019,26.2734,77.2407,756861,223619,533242,753,25,421,14,0.3402,0.9949,0.1112,0.5028,0
IND_0192,Singrauli,Madhya Pradesh,2020,26.2734,77.2407,770046,231364,,600,30,487,9,0.4454,0.7792,0.1265,0.4014,0
IND_0192,Singrauli,Madhya Pradesh,2021,26.2734,77.2407,780643,238451,542192,369,18,514,10,0.4772,0.4727,0.1317,0.3616,0
IND_0192,Singrauli,Madhya Pradesh,2022,26.2734,77.2407,793880,246464,547416,702,25,802,14,0.39,0.8843,0.202,0.4698,0
IND_0192,Singrauli,Madhya Pradesh,2023,26.2734,77.2407,795963,251091,544872,791,21,483,16,0.3654,,,0.5198,0
IND_0193,Tikamgarh,Madhya Pradesh,2019,23.3079,79.2897,330934,151071,179863,171,6,131,2,0.4614,,,0.3091,1
IND_0193,Tikamgarh,Madhya Pradesh,2020,23.3079,79.2897,334990,154597,180393,116,7,,2,0.5598,0.3463,0.1063,0.2337,1
IND_0193,Tikamgarh,Madhya Pradesh,2021,23.3079,79.2897,338937,,180824,75,8,193,2,0.5528,0.2213,0.1139,0.2291,1
IND_0193,Tikamgarh,Madhya Pradesh,2022,23.3079,79.2897,346225,163244,182981,154,5,111,,0.5733,0.4448,0.0641,0.2936,1
IND_0193,Tikamgarh,Madhya Pradesh,2023,23.3079,79.2897,348855,166229,182626,134,,151,2,0.4742,0.3841,0.0866,0.2799,1
IND_0194,Ujjain,Madhya Pradesh,2019,22.9828,79.4797,344871,115128,229743,122,5,76,3,0.4596,,0.0441,0.2659,1
IND_0194,Ujjain,Madhya Pradesh,2020,22.9828,79.4797,350245,118674,231571,108,4,67,4,0.6153,0.3084,0.0383,0.2717,1
IND_0194,Ujjain,Madhya Pradesh,2021,22.9828,79.4797,354292,121816,232476,133,6,200,2,0.5174,,0.1129,0.2461,1
IND_0194,Ujjain,Madhya Pradesh,2022,22.9828,79.4797,357887,124842,233045,64,4,74,3,0.4645,0.1788,0.0414,0.2515,1
IND_0194,Ujjain,Madhya Pradesh,2023,22.9828,79.4797,362432,128240,234192,105,4,92,2,0.5975,0.2897,0.0508,0.2098,1
IND_0195,Umaria,Madhya Pradesh,2019,21.1883,80.0741,241577,90663,150914,148,6,84,2,0.3938,0.6126,0.0695,0.3579,0
IND_0195,Umaria,Madhya Pradesh,2020,21.1883,80.0741,244792,93094,151698,234,7,175,4,0.4141,0.9559,0.143,0.4685,0
IND_0195,Umaria,Madhya Pradesh,2021,21.1883,80.0741,248135,95606,152529,220,7,102,4,0.5651,0.8866,0.0822,0.4402,0
IND_0195,Umaria,Madhya Pradesh,2022,21.1883,80.0741,254842,99464,155378,241,8,190,3,0.4324,0.9457,0.1491,0.4008,0
IND_0195,Umaria,Madhya Pradesh,2023,21.1883,80.0741,256704,101475,155229,264,10,179,2,0.3953,1.0284,0.1395,0.4164,0
IND_0196,Vidisha,Madhya Pradesh,2019,25.5041,74.7877,882693,332179,550514,535,24,400,12,0.4285,,0.0906,0.387,0
IND_0196,Vidisha,Madhya Pradesh,2020,25.5041,74.7877,894978,341277,553701,577,,866,11,0.4373,0.6447,0.1935,0.4228,0
IND_0196,Vidisha,Madhya Pradesh,2021,25.5041,74.7877,908143,350837,557306,,32,1016,9,0.4444,0.4977,,0.3485,0
IND_0196,Vidisha,Madhya Pradesh,2022,25.5041,74.7877,927370,362902,564468,745,38,669,11,0.4659,0.8033,0.1443,0.3966,0
IND_0196,Vidisha,Madhya Pradesh,2023,25.5041,74.7877,935086,370597,564489,524,37,859,11,0.3912,0.5604,0.1837,0.4276,0
IND_0197,Araria,Bihar,2019,24.5146,85.8147,1648007,296248,1351759,856,44,856,48,0.4209,0.5194,0.1039,0.4451,0
IND_0197,Araria,Bihar,2020,24.5146,85.8147,1674723,309424,1365299,1009,39,429,,0.5936,0.6025,0.0512,0.3303,0
IND_0197,Araria,Bihar,2021,24.5146,85.8147,1688794,320468,1368326,1235,32,442,27,0.5674,0.7313,,0.3419,0
IND_0197,Araria,Bihar,2022,24.5146,85.8147,1709748,332993,1376755,805,38,653,39,0.4293,0.4708,0.0764,0.4093,0
IND_0197,Araria,Bihar,2023,24.5146,85.8147,1747327,349048,1398279,1404,33,401,34,0.4117,0.8035,0.0459,0.4104,0
IND_0198,Arwal,Bihar,2019,24.4294,83.5568,297780,82453,215327,207,5,126,3,0.4507,0.6951,0.0846,0.3648,0
IND_0198,Arwal,Bihar,2020,24.4294,83.5568,301437,84973,216464,135,9,198,,0.6083,0.4479,0.1314,0.3448,0
IND_0198,Arwal,Bihar,2021,24.4294,83.5568,306154,87833,218321,227,6,70,7,0.5752,0.7415,0.0457,0.4153,0
IND_0198,Arwal,Bihar,2022,24.4294,83.5568,310758,90708,220050,231,9,152,,0.4025,0.7433,0.0978,0.4504,0
IND_0198,Arwal,Bihar,2023,24.4294,83.5568,315785,93754,222031,163,,233,7,0.433,0.5162,0.1476,0.4544,0
IND_0199,Aurangabad,Bihar,2019,27.0604,87.7688,310372,26936,,217,10,122,8,0.4729,0.6992,0.0786,0.4184,0
IND_0199,Aurangabad,Bihar,2020,27.0604,87.7688,314566,28872,285694,149,7,157,8,0.5104,0.4737,0.0998,0.3985,0
IND_0199,Aurangabad,Bihar,2021,27.0604,87.7688,320165,30987,289178,144,,204,6,0.5477,0.4498,0.1274,0.344,0
IND_0199,Aurangabad,Bihar,2022,27.0604,87.7688,324723,33052,291671,157,7,174,9,0.4611,0.4835,0.1072,0.42,0
IND_0199,Aurangabad,Bihar,2023,27.0604,87.7688,332825,35541,297284,195,8,132,9,0.4578,0.5859,0.0793,0.4502,0
IND_0200,Banka,Bihar,2019,25.0386,87.9017,107586,24428,83158,14,2,50,1,0.6091,0.1301,0.0929,0.2147,1
IND_0200,Banka,Bihar,2020,25.0386,87.9017,109021,25298,83723,34,,,,0.6193,0.3119,0.0917,0.2533,1
IND_0200,Banka,Bihar,2021,25.0386,87.9017,111290,26381,84909,33,2,50,1,0.6045,0.2965,0.0899,0.2698,1
IND_0200,Banka,Bihar,2022,25.0386,87.9017,112749,27291,85458,24,2,50,1,,0.2129,0.0887,0.2318,1
IND_0200,Banka,Bihar,2023,25.0386,87.9017,114420,28268,86152,26,2,50,,0.5236,0.2272,0.0874,0.2366,1
IND_0201,Begusarai,Bihar,2019,25.5958,83.4265,147945,33426,114519,53,3,60,2,0.4229,0.3582,0.0811,0.3123,0
IND_0201,Begusarai,Bihar,2020,25.5958,83.4265,149977,34635,115342,103,4,50,4,0.636,,0.0667,0.4104,0
IND_0201,Begusarai,Bihar,2021,25.5958,83.4265,151548,35756,,105,2,50,3,0.5957,0.6928,0.066,0.3787,0
IND_0201,Begusarai,Bihar,2022,25.5958,83.4265,153716,37036,116680,57,4,,3,0.4429,0.3708,0.0989,0.386,0
IND_0201,Begusarai,Bihar,2023,25.5958,83.4265,157665,38775,118890,96,4,60,2,0.4598,0.6089,0.0761,0.3415,0
IND_0202,Bhagalpur,Bihar,2019,25.594,85.7742,775038,118703,656335,396,14,325,19,0.4466,0.5109,0.0839,0.4224,0
IND_0202,Bhagalpur,Bihar,2020,25.594,85.7742,786657,124416,662241,587,22,224,23,0.6313,0.7462,0.0569,0.4398,0
IND_0202,Bhagalpur,Bihar,2021,25.594,85.7742,794236,129586,664650,317,24,350,11,0.5736,0.3991,0.0881,0.2948,0
IND_0202,Bhagalpur,Bihar,2022,25.594,85.7742,813812,,676963,489,19,447,23,0.461,0.6009,0.1099,0.4345,0
IND_0202,Bhagalpur,Bihar,2023,25.594,85.7742,813679,140895,672784,399,21,298,18,0.4684,0.4904,0.0732,0.4071,0
IND_0203,Bhojpur,Bihar,2019,25.1988,86.6166,454327,85705,368622,235,13,290,9,0.4717,0.5172,0.1277,0.3898,0
IND_0203,Bhojpur,Bihar,2020,25.1988,86.6166,462074,89477,372597,232,9,215,11,0.5259,0.5021,,0.408,0
IND_0203,Bhojpur,Bihar,2021,25.1988,86.6166,466734,92713,374021,212,12,303,11,0.5981,0.4542,0.1298,0.3718,0
IND_0203,Bhojpur,Bihar,2022,25.1988,86.6166,477972,97335,380637,301,9,197,9,0.4273,0.6297,0.0824,0.3815,0
IND_0203,Bhojpur,Bihar,2023,25.1988,86.6166,487851,101786,386065,262,15,364,,0.4174,0.537,0.1492,0.3688,0
IND_0204,Buxar,Bihar,2019,26.607,87.2118,945009,159785,785224,539,17,314,,0.5282,0.5704,0.0665,0.3437,0
IND_0204,Buxar,Bihar,2020,26.607,87.2118,959065,166957,792108,459,20,212,26,0.5458,0.4786,0.0442,0.4032,0
IND_0204,Buxar,Bihar,2021,26.607,87.2118,976572,174887,801685,595,31,804,,0.6217,0.6093,0.1647,0.4126,0
IND_0204,Buxar,Bihar,2022,26.607,87.2118,988445,181956,806489,,28,,20,0.5359,0.5898,0.0963,0.3778,0
IND_0204,Buxar,Bihar,2023,26.607,87.2118,997085,188532,808553,519,30,722,14,0.5303,0.5205,0.1448,0.3519,0
IND_0205,Darbhanga,Bihar,2019,26.9054,83.8294,448736,39518,409218,,14,315,12,0.457,0.5794,0.1404,0.4388,0
IND_0205,Darbhanga,Bihar,2020,26.9054,83.8294,456657,42499,414158,299,10,241,,0.4407,0.6548,0.1055,0.3999,0
IND_0205,Darbhanga,Bihar,2021,26.9054,83.8294,459980,45108,414872,301,13,267,13,0.5323,0.6544,0.1161,0.4241,0
IND_0205,Darbhanga,Bihar,2022,26.9054,83.8294,467708,48205,419503,245,9,161,14,0.4425,0.5238,0.0688,0.4265,0
IND_0205,Darbhanga,Bihar,2023,26.9054,83.8294,474827,,423515,202,10,247,13,,0.4254,,0.4236,0
IND_0206,East Champaran,Bihar,2019,25.757,84.0548,484196,,,330,14,180,11,,0.6815,0.0744,0.4113,0
IND_0206,East Champaran,Bihar,2020,25.757,84.0548,491827,75073,416754,319,16,341,11,,0.6486,0.1387,0.4054,0
IND_0206,East Champaran,Bihar,2021,25.757,84.0548,498879,78643,420236,223,10,,15,0.6342,0.447,0.0766,0.4099,0
IND_0206,East Champaran,Bihar,2022,25.757,84.0548,506993,82457,424536,321,13,194,10,0.4626,0.6331,,0.3779,0
IND_0206,East Champaran,Bihar,2023,25.757,84.0548,508734,85284,423450,235,11,,10,0.529,0.4619,0.0464,0.3185,0
IND_0207,Gaya,Bihar,2019,26.4479,84.2724,400125,38046,362079,274,10,209,6,,0.6848,,0.3542,0
IND_0207,Gaya,Bihar,2020,26.4479,84.2724,404941,40528,364413,166,12,239,9,0.498,0.4099,,0.3667,0
IND_0207,Gaya,Bihar,2021,26.4479,84.2724,411928,43287,368641,269,8,157,7,0.4821,0.653,0.0762,0.3888,0
IND_0207,Gaya,Bihar,2022,26.4479,84.2724,416355,45834,370521,254,12,123,6,0.4037,0.6101,0.0591,0.3731,0
IND_0207,Gaya,Bihar,2023,26.4479,84.2724,425427,48960,,175,14,147,11,,0.4114,0.0691,0.3782,0
IND_0208,Gopalganj,Bihar,2019,25.2937,85.1023,318363,106921,211442,231,9,90,6,,0.7256,0.0565,0.3959,0
IND_0208,Gopalganj,Bihar,2020,25.2937,85.1023,323531,110274,213257,231,6,154,7,0.5809,0.714,0.0952,0.442,0
IND_0208,Gopalganj,Bihar,2021,25.2937,85.1023,328918,113755,,239,7,69,4,0.5419,0.7266,0.042,0.3523,0
IND_0208,Gopalganj,Bihar,2022,25.2937,85.1023,334613,117397,217216,117,8,90,5,0.4331,0.3497,0.0538,0.3519,0
IND_0208,Gopalganj,Bihar,2023,25.2937,85.1023,338198,120346,217852,199,9,183,3,0.4743,0.5884,0.1082,0.3295,0
IND_0209,Jamui,Bihar,2019,26.6799,85.2751,372236,57824,314412,180,11,166,7,0.4571,0.4836,0.0892,0.3658,0
IND_0209,Jamui,Bihar,2020,26.6799,85.2751,377936,60599,317337,283,10,220,6,0.5026,0.7488,0.1164,0.3398,0
IND_0209,Jamui,Bihar,2021,26.6799,85.2751,383541,63416,320125,294,8,164,8,0.572,0.7665,0.0855,0.3727,0
IND_0209,Jamui,Bihar,2022,26.6799,85.2751,387126,,321182,270,8,97,10,0.453,0.6974,0.0501,0.4429,0
IND_0209,Jamui,Bihar,2023,26.6799,85.2751,397639,69723,327916,269,10,108,5,0.4754,0.6765,0.0543,0.3197,0
IND_0210,Jehanabad,Bihar,2019,27.0026,83.3219,663711,59638,604073,470,20,399,10,0.5192,0.7081,0.1202,0.3574,0
IND_0210,Jehanabad,Bihar,2020,27.0026,83.3219,675393,64065,611328,340,15,325,10,0.4873,0.5034,0.0962,0.3475,0
IND_0210,Jehanabad,Bihar,2021,27.0026,83.3219,687173,68618,618555,,16,225,17,0.5714,0.7567,0.0655,0.4051,0
IND_0210,Jehanabad,Bihar,2022,27.0026,83.3219,698589,73251,625338,381,20,465,18,0.3968,0.5454,,0.4438,0
IND_0210,Jehanabad,Bihar,2023,27.0026,83.3219,702218,77143,625075,500,,263,22,0.4748,0.712,0.0749,0.454,0
IND_0211,Kaimur,Bihar,2019,27.1628,87.9839,303213,57169,246044,,8,173,7,0.4313,0.6332,0.1141,0.4321,0
IND_0211,Kaimur,Bihar,2020,27.1628,87.9839,306959,59410,,219,7,123,5,,0.7135,0.0801,0.3923,0
IND_0211,Kaimur,Bihar,2021,27.1628,87.9839,310710,61689,249021,222,6,148,4,0.5947,0.7145,0.0953,0.3281,0
IND_0211,Kaimur,Bihar,2022,27.1628,87.9839,317309,64586,252723,215,7,97,6,0.4341,0.6776,0.0611,0.3925,0
IND_0211,Kaimur,Bihar,2023,27.1628,87.9839,322713,67299,255414,207,8,100,4,0.4898,0.6414,,0.3237,0
IND_0212,Katihar,Bihar,2019,26.3177,86.5424,2293515,239691,2053824,1396,65,,,0.5384,0.6087,0.1335,0.4613,0
IND_0212,Katihar,Bihar,2020,26.3177,86.5424,2325343,254644,2070699,1223,75,1781,67,0.5006,0.5259,0.1532,0.4224,0
IND_0212,Katihar,Bihar,2021,26.3177,86.5424,2372479,271668,2100811,1652,47,509,35,0.5086,0.6963,,0.3372,0
IND_0212,Katihar,Bihar,2022,26.3177,86.5424,2417373,288895,2128478,1649,72,957,67,,0.6821,0.0792,0.4555,0
IND_0212,Katihar,Bihar,2023,26.3177,86.5424,2444435,304352,2140083,1128,65,,59,0.4447,0.4615,,0.4008,0
IND_0213,Khagaria,Bihar,2019,24.8764,85.0106,175454,41966,133488,81,3,54,4,0.444,0.4617,,0.4222,0
IND_0213,Khagaria,Bihar,2020,24.8764,85.0106,178382,43559,134823,77,4,72,3,,0.4317,0.0807,0.336,0
IND_0213,Khagaria,Bihar,2021,24.8764,85.0106,180698,45028,135670,144,4,81,2,0.4494,,0.0897,0.3563,0
IND_0213,Khagaria,Bihar,2022,24.8764,85.0106,184286,46843,137443,82,3,67,2,0.4467,0.445,0.0727,0.2871,0
IND_0213,Khagaria,Bihar,2023,24.8764,85.0106,186195,,137935,103,5,50,3,0.5396,0.5532,0.0537,0.3219,0
IND_0214,Kishanganj,Bihar,2019,26.5626,85.3944,473597,62779,410818,,8,155,5,,0.3421,0.0655,0.2459,1
IND_0214,Kishanganj,Bihar,2020,26.5626,85.3944,479369,65941,413428,138,8,78,6,0.5592,0.2879,0.0325,0.2525,1
IND_0214,Kishanganj,Bihar,2021,26.5626,85.3944,489026,,419311,,,101,6,0.6923,0.2229,0.0413,0.1765,1
IND_0214,Kishanganj,Bihar,2022,26.5626,85.3944,497204,73367,423837,99,7,127,7,0.53,0.1991,0.0511,0.2392,1
IND_0214,Kishanganj,Bihar,2023,26.5626,85.3944,498497,76050,,149,6,122,6,,,0.0489,0.243,1
IND_0215,Lakhisarai,Bihar,2019,24.5796,86.0369,609965,96529,513436,383,13,295,14,0.43,,0.0967,0.4163,0
IND_0215,Lakhisarai,Bihar,2020,24.5796,86.0369,618352,100948,517404,227,15,320,17,0.4733,0.3671,0.1035,0.4366,0
IND_0215,Lakhisarai,Bihar,2021,24.5796,86.0369,627264,105539,521725,412,20,396,15,,0.6568,0.1263,0.4226,0
IND_0215,Lakhisarai,Bihar,2022,24.5796,86.0369,639303,110761,528542,485,16,394,16,0.4284,0.7586,0.1233,0.4724,0
IND_0215,Lakhisarai,Bihar,2023,24.5796,86.0369,642679,114559,528120,367,17,420,18,0.4508,0.571,0.1307,0.4865,0
IND_0216,Madhepura,Bihar,2019,25.4991,87.1232,296772,53237,,162,9,204,8,0.4978,0.5459,0.1375,0.4356,0
IND_0216,Madhepura,Bihar,2020,25.4991,87.1232,301079,55515,245564,170,6,109,6,0.6097,0.5646,0.0724,0.3488,0
IND_0216,Madhepura,Bihar,2021,25.4991,87.1232,306231,57996,248235,207,9,111,4,0.5702,0.676,0.0725,0.3145,0
IND_0216,Madhepura,Bihar,2022,25.4991,87.1232,310807,60417,250390,,6,128,5,0.5104,0.5695,0.0824,0.3408,0
IND_0216,Madhepura,Bihar,2023,25.4991,87.1232,317914,63388,254526,210,7,139,6,0.5286,0.6606,0.0874,0.3674,0
IND_0217,Madhubani,Bihar,2019,26.2546,86.8942,364361,70658,293703,183,9,112,7,0.5315,,0.0615,0.3713,0
IND_0217,Madhubani,Bihar,2020,26.2546,86.8942,370434,73688,296746,253,8,143,7,0.5632,0.683,0.0772,0.3686,0
IND_0217,Madhubani,Bihar,2021,26.2546,86.8942,374477,76365,298112,160,12,173,8,0.5756,0.4273,0.0924,0.3756,0
IND_0217,Madhubani,Bihar,2022,26.2546,86.8942,378483,79074,299409,223,8,,7,0.4152,0.5892,,0.4017,0
IND_0217,Madhubani,Bihar,2023,26.2546,86.8942,390073,83446,306627,179,10,218,10,0.4476,0.4589,0.1118,0.4092,0
IND_0218,Munger,Bihar,2019,25.5395,86.4253,111356,17765,93591,39,,50,1,0.503,0.3502,0.0898,0.2609,1
IND_0218,Munger,Bihar,2020,25.5395,86.4253,112728,18548,94180,28,2,50,1,0.6081,0.2484,0.0887,0.2268,1
IND_0218,Munger,Bihar,2021,25.5395,86.4253,114159,19354,94805,39,2,50,1,,0.3416,0.0876,0.2341,1
IND_0218,Munger,Bihar,2022,25.5395,86.4253,116754,20378,96376,36,2,50,1,0.5576,0.3083,0.0857,0.2608,1
IND_0218,Munger,Bihar,2023,25.5395,86.4253,117116,21026,96090,38,2,50,1,,0.3245,0.0854,0.2022,1
IND_0219,Muzaffarpur,Bihar,2019,25.6839,86.4403,454804,52954,401850,299,,208,14,0.4213,0.6574,0.0915,0.4909,0
IND_0219,Muzaffarpur,Bihar,2020,25.6839,86.4403,462936,56216,406720,,9,216,9,0.5188,0.7798,0.0933,0.4217,0
IND_0219,Muzaffarpur,Bihar,2021,25.6839,86.4403,470742,59518,411224,366,9,106,,0.5171,0.7775,0.045,0.4646,0
IND_0219,Muzaffarpur,Bihar,2022,25.6839,86.4403,478595,62903,415692,346,10,243,10,0.458,,,0.4308,0
IND_0219,Muzaffarpur,Bihar,2023,25.6839,86.4403,482768,,416902,281,12,290,7,0.5384,,0.1201,0.318,0
IND_0220,Nalanda,Bihar,2019,26.8318,83.706,573096,109644,,,15,152,16,0.4886,0.78,0.053,0.4793,0
IND_0220,Nalanda,Bihar,2020,26.8318,83.706,580039,113873,466166,270,18,466,10,0.6,0.4655,0.1607,0.3163,0
IND_0220,Nalanda,Bihar,2021,26.8318,83.706,589610,118700,470910,444,16,,14,0.6124,0.753,0.1353,0.4183,0
IND_0220,Nalanda,Bihar,2022,26.8318,83.706,599935,123778,476157,440,,237,10,0.4566,0.7334,0.079,0.3767,0
IND_0220,Nalanda,Bihar,2023,26.8318,83.706,614103,129772,484331,417,20,332,14,0.5222,0.679,0.1081,0.4303,0
IND_0221,Nawada,Bihar,2019,26.4311,87.2091,297098,36999,260099,230,7,,8,0.4256,0.7742,0.072,0.4586,0
IND_0221,Nawada,Bihar,2020,26.4311,87.2091,300980,,261993,185,8,173,6,0.592,0.6147,0.115,0.3832,0
IND_0221,Nawada,Bihar,2021,26.4311,87.2091,306643,41254,265389,161,7,125,8,0.545,,,0.3791,0
IND_0221,Nawada,Bihar,2022,26.4311,87.2091,308379,43029,265350,171,10,205,5,0.4403,0.5545,0.133,0.3994,0
IND_0221,Nawada,Bihar,2023,26.4311,87.2091,316591,,270833,163,6,106,9,0.4655,0.5149,0.067,0.4276,0
IND_0222,Patna,Bihar,2019,26.1605,88.1794,152584,15269,137315,104,3,71,,0.492,0.6816,0.0931,0.3459,0
IND_0222,Patna,Bihar,2020,26.1605,88.1794,155046,16291,138755,57,4,,3,,0.3676,0.1277,0.3266,0
IND_0222,Patna,Bihar,2021,26.1605,88.1794,157500,17336,140164,84,4,94,4,0.4564,0.5333,0.1194,0.4051,0
IND_0222,Patna,Bihar,2022,26.1605,88.1794,160273,18442,141831,121,3,67,3,0.4766,0.755,0.0836,0.3879,0
IND_0222,Patna,Bihar,2023,26.1605,88.1794,163489,19630,143859,93,,66,5,0.5101,,0.0807,0.3982,0
IND_0223,Purnia,Bihar,2019,26.6542,88.2846,293857,76489,217368,124,6,146,7,0.4002,0.422,0.0994,0.4293,0
IND_0223,Purnia,Bihar,2020,26.6542,88.2846,297993,,218937,112,,73,5,0.5095,0.3758,0.049,0.3249,0
IND_0223,Purnia,Bihar,2021,26.6542,88.2846,302643,81802,,166,6,90,7,0.6205,0.5485,0.0595,0.398,0
IND_0223,Purnia,Bihar,2022,26.6542,88.2846,304600,83854,220746,109,7,113,7,0.4459,0.3578,0.0742,0.4134,0
IND_0223,Purnia,Bihar,2023,26.6542,88.2846,309176,86660,222516,152,8,,7,0.5096,,0.108,0.4031,0
IND_0224,Rohtas,Bihar,2019,25.9557,86.7261,1343774,248679,1095095,635,33,372,28,0.4617,0.4725,0.0554,0.3855,0
IND_0224,Rohtas,Bihar,2020,25.9557,86.7261,1361113,258693,,1054,42,914,35,0.5147,0.7744,0.1343,0.4512,0
IND_0224,Rohtas,Bihar,2021,25.9557,86.7261,1390740,271278,1119462,662,29,545,34,0.454,0.476,0.0784,0.4137,0
IND_0224,Rohtas,Bihar,2022,25.9557,86.7261,1400833,280251,1120582,684,38,725,37,0.4111,0.4883,0.1035,0.4747,0
IND_0224,Rohtas,Bihar,2023,25.9557,86.7261,1432543,293757,1138786,903,51,1004,20,0.501,0.6303,0.1402,0.3419,0
IND_0225,Saharsa,Bihar,2019,24.3288,86.4668,554202,73774,480428,244,13,293,8,0.4531,0.4403,0.1057,0.346,0
IND_0225,Saharsa,Bihar,2020,24.3288,86.4668,561078,,483583,268,14,249,14,0.5466,0.4777,0.0888,0.3713,0
IND_0225,Saharsa,Bihar,2021,24.3288,86.4668,569764,81543,488221,350,16,379,14,0.4845,,0.133,0.4211,0
IND_0225,Saharsa,Bihar,2022,24.3288,86.4668,577676,85564,492112,472,17,,16,0.4855,0.8171,0.0675,0.4791,0
IND_0225,Saharsa,Bihar,2023,24.3288,86.4668,585103,,495513,422,18,439,,0.4077,0.7212,0.1501,0.393,0
IND_0226,Samastipur,Bihar,2019,27.0069,87.6204,763686,100626,663060,352,22,320,23,0.4564,0.4609,0.0838,0.4461,0
IND_0226,Samastipur,Bihar,2020,27.0069,87.6204,773773,105824,667949,496,,200,16,0.5893,0.641,0.0517,0.3497,0
IND_0226,Samastipur,Bihar,2021,27.0069,87.6204,791105,112149,678956,353,24,360,17,0.5329,0.4462,0.091,0.3492,0
IND_0226,Samastipur,Bihar,2022,27.0069,87.6204,794568,116613,677955,329,21,419,12,0.4138,0.4141,0.1055,0.3306,0
IND_0226,Samastipur,Bihar,2023,27.0069,87.6204,812330,123282,689048,599,23,578,16,,0.7374,0.1423,0.417,0
IND_0227,Saran,Bihar,2019,25.0178,83.4576,1502878,219204,1283674,955,44,711,38,,0.6354,0.0946,0.4276,0
IND_0227,Saran,Bihar,2020,25.0178,83.4576,1527320,230405,1296915,977,36,470,21,0.4901,0.6397,0.0615,0.3493,0
IND_0227,Saran,Bihar,2021,25.0178,83.4576,1542496,240407,1302089,1138,49,790,34,0.618,0.7378,0.1024,0.3669,0
IND_0227,Saran,Bihar,2022,25.0178,83.4576,1571732,252823,1318909,910,33,491,43,0.4993,0.579,0.0625,0.429,0
IND_0227,Saran,Bihar,2023,25.0178,83.4576,1605629,266303,,1212,47,,,0.4816,0.7548,0.1273,0.4095,0
IND_0228,Sheikhpura,Bihar,2019,25.1693,84.46,361004,35245,325759,220,10,249,7,0.5009,0.6094,0.1379,0.372,0
IND_0228,Sheikhpura,Bihar,2020,25.1693,84.46,366418,37606,328812,,9,,8,0.4889,0.5131,0.0993,0.3652,0
IND_0228,Sheikhpura,Bihar,2021,25.1693,84.46,373252,40174,333078,185,10,226,9,0.5238,0.4956,0.1211,0.3753,0
